#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 10 31 06 10 312  5.9  8.0 99.00 99.00 99.00 999 1019.3  14.0  13.9 999.0 99.0 99.00 
2018 10 31 06 20 303  7.2 10.1 99.00 99.00 99.00 999 1019.3  13.9  13.9 999.0 99.0 99.00 
2018 10 31 06 30 310  8.6 10.7 99.00 99.00 99.00 999 1019.3  13.8  13.9 999.0 99.0 99.00 
2018 10 31 06 40 311  8.1 10.4  2.52 11.43  7.18 280 1019.2  13.7  13.9 999.0 99.0 99.00 
2018 10 31 06 50 312  7.5  9.6 99.00 99.00 99.00 999 1019.4  13.7  13.8 999.0 99.0 99.00 
2018 10 31 07 00 316  7.8 10.3 99.00 99.00 99.00 999 1019.4  13.8  13.8 999.0 99.0 99.00 
2018 10 31 07 10 316  7.2  9.2 99.00 99.00 99.00 999 1019.3  13.8  13.8 999.0 99.0 99.00 
2018 10 31 07 20 313  6.9  9.1 99.00 99.00 99.00 999 1019.3  13.7  13.8 999.0 99.0 99.00 
2018 10 31 07 30 313  6.2  8.1 99.00 99.00 99.00 999 1019.3  13.7  13.8 999.0 99.0 99.00 
2018 10 31 07 40 310  6.0  8.2  2.44 12.12  7.01 281 1019.3  13.6  13.8 999.0 99.0 99.00 
2018 10 31 07 50 312  6.7  9.0 99.00 99.00 99.00 999 1019.3  13.6  13.8 999.0 99.0 99.00 
2018 10 31 08 00 317  7.3  9.6 99.00 99.00 99.00 999 1019.3  13.6  13.8 999.0 99.0 99.00 
2018 10 31 08 10 315  7.4  9.8 99.00 99.00 99.00 999 1019.4  13.6  13.8 999.0 99.0 99.00 
2018 10 31 08 20 317  8.0 10.2 99.00 99.00 99.00 999 1019.5  13.6  13.8 999.0 99.0 99.00 
2018 10 31 08 30 323  7.6  9.4 99.00 99.00 99.00 999 1019.4  13.6  13.8 999.0 99.0 99.00 
2018 10 31 08 40 320  8.1 10.3  2.42 12.12  7.02 268 1019.3  13.6  13.8 999.0 99.0 99.00 
2018 10 31 08 50 318  8.1 10.1 99.00 99.00 99.00 999 1019.2  13.6  13.8 999.0 99.0 99.00 
2018 10 31 09 00 319  7.3  9.6 99.00 99.00 99.00 999 1019.5  13.6  13.8 999.0 99.0 99.00 
2018 10 31 09 10 316  7.5  9.3 99.00 99.00 99.00 999 1019.4  13.6  13.8 999.0 99.0 99.00 
2018 10 31 09 20 315  7.9 11.0 99.00 99.00 99.00 999 1019.6  13.6  13.8 999.0 99.0 99.00 
2018 10 31 09 30 319  8.3 10.6 99.00 99.00 99.00 999 1019.5  13.6  13.8 999.0 99.0 99.00 
2018 10 31 09 40 325  7.7  9.7  2.37 12.90  6.98 290 1019.6  13.6  13.8 999.0 99.0 99.00 
2018 10 31 09 50 326  7.0  9.0 99.00 99.00 99.00 999 1019.5  13.6  13.8 999.0 99.0 99.00 
2018 10 31 10 00 319  6.7  8.7 99.00 99.00 99.00 999 1019.3  13.6  13.8 999.0 99.0 99.00 
2018 10 31 10 10 323  6.5  8.2 99.00 99.00 99.00 999 1019.2  13.5  13.8 999.0 99.0 99.00 
2018 10 31 10 20 323  6.3  8.1 99.00 99.00 99.00 999 1019.2  13.5  13.8 999.0 99.0 99.00 
2018 10 31 10 30 324  6.2  8.4 99.00 99.00 99.00 999 1019.5  13.5  13.8 999.0 99.0 99.00 
2018 10 31 10 40 325  5.4  8.1  2.36 12.12  6.86 286 1019.1  13.5  13.8 999.0 99.0 99.00 
2018 10 31 10 50 321  4.8  6.3 99.00 99.00 99.00 999 1019.2  13.5  13.8 999.0 99.0 99.00 
2018 10 31 11 00 309  5.0  6.5 99.00 99.00 99.00 999 1019.2  13.6  13.8 999.0 99.0 99.00 
2018 10 31 11 10 299  6.0  8.5 99.00 99.00 99.00 999 1019.2  13.6  13.8 999.0 99.0 99.00 
2018 10 31 11 20 305  6.1  8.0 99.00 99.00 99.00 999 1019.2  13.5  13.8 999.0 99.0 99.00 
2018 10 31 11 30 303  6.7  8.6 99.00 99.00 99.00 999 1019.3  13.5  13.8 999.0 99.0 99.00 
2018 10 31 11 40 310  8.0 10.4  2.22 10.81  6.88 300 1019.5  13.6  13.8 999.0 99.0 99.00 
2018 10 31 11 50 315  8.2 10.1 99.00 99.00 99.00 999 1019.4  13.6  13.8 999.0 99.0 99.00 
2018 10 31 12 00 319  7.8 10.0 99.00 99.00 99.00 999 1019.5  13.7  13.8 999.0 99.0 99.00 
2018 10 31 12 10 319  7.1  8.7 99.00 99.00 99.00 999 1019.5  13.7  13.8 999.0 99.0 99.00 
2018 10 31 12 20 316  7.2  9.1 99.00 99.00 99.00 999 1019.7  13.7  13.8 999.0 99.0 99.00 
2018 10 31 12 30 319  7.0  9.6 99.00 99.00 99.00 999 1019.8  13.7  13.8 999.0 99.0 99.00 
2018 10 31 12 40 317  6.2  7.9  2.15  8.33  6.82 296 1019.7  13.6  13.8 999.0 99.0 99.00 
2018 10 31 12 50 311  7.5 10.3 99.00 99.00 99.00 999 1020.1  13.6  13.8 999.0 99.0 99.00 
2018 10 31 13 00 309  7.9 10.3 99.00 99.00 99.00 999 1020.2  13.6  13.8 999.0 99.0 99.00 
2018 10 31 13 10 310  7.5  9.2 99.00 99.00 99.00 999 1020.2  13.6  13.8 999.0 99.0 99.00 
2018 10 31 13 20 311  7.9  9.8 99.00 99.00 99.00 999 1020.1  13.6  13.8 999.0 99.0 99.00 
2018 10 31 13 30 315  7.6  9.9 99.00 99.00 99.00 999 1020.0  13.6  13.8 999.0 99.0 99.00 
2018 10 31 13 40 317  7.3  9.0  2.31 12.12  6.86 296 1020.0  13.5  13.8 999.0 99.0 99.00 
2018 10 31 13 50 330  6.0  8.1 99.00 99.00 99.00 999 1019.8  13.5  13.8 999.0 99.0 99.00 
2018 10 31 14 00 335  5.2  6.9 99.00 99.00 99.00 999 1020.1  13.5  13.8 999.0 99.0 99.00 
2018 10 31 14 10 341  3.9  5.6 99.00 99.00 99.00 999 1019.9  13.5  13.8 999.0 99.0 99.00 
2018 10 31 14 20 341  3.3  4.5 99.00 99.00 99.00 999 1019.9  13.5  13.8 999.0 99.0 99.00 
2018 10 31 14 30 335  3.2  4.5 99.00 99.00 99.00 999 1020.1  13.5  13.8 999.0 99.0 99.00 
2018 10 31 14 40 338  2.8  4.3  2.14  9.09  6.82 295 1020.5  13.5  13.8 999.0 99.0 99.00 
2018 10 31 14 50 317  4.1  6.2 99.00 99.00 99.00 999 1020.9  13.5  13.8 999.0 99.0 99.00 
2018 10 31 15 00 327  4.8  6.2 99.00 99.00 99.00 999 1020.8  13.5  13.8 999.0 99.0 99.00 
2018 10 31 15 10 336  4.6  6.2 99.00 99.00 99.00 999 1020.8  13.5  13.8 999.0 99.0 99.00 
2018 10 31 15 20 345  4.1  6.0 99.00 99.00 99.00 999 1021.2  13.5  13.8 999.0 99.0 99.00 
2018 10 31 15 30 343  4.5  6.0 99.00 99.00 99.00 999 1021.3  13.7  13.8 999.0 99.0 99.00 
2018 10 31 15 40 347  4.6  5.9  2.16  8.33  6.94 292 1021.2  13.7  13.8 999.0 99.0 99.00 
2018 10 31 15 50 356  4.0  6.0 99.00 99.00 99.00 999 1021.3  13.7  13.8 999.0 99.0 99.00 
2018 10 31 16 00 351  3.4  4.8 99.00 99.00 99.00 999 1021.3  13.8  13.8 999.0 99.0 99.00 
2018 10 31 16 10   4  2.6  3.7 99.00 99.00 99.00 999 1021.4  13.9  13.8 999.0 99.0 99.00 
2018 10 31 16 20 358  1.9  2.8 99.00 99.00 99.00 999 1021.4  14.0  13.8 999.0 99.0 99.00 
2018 10 31 16 30 351  2.3  4.1 99.00 99.00 99.00 999 1021.5  14.0  13.8 999.0 99.0 99.00 
2018 10 31 16 40 324  3.1  4.1  2.17 11.43  6.91 291 1021.8  14.0  13.8 999.0 99.0 99.00 
2018 10 31 16 50 313  2.6  4.3 99.00 99.00 99.00 999 1021.7  14.0  13.8 999.0 99.0 99.00 
2018 10 31 17 00 317  4.7  6.6 99.00 99.00 99.00 999 1021.9  13.9  13.8 999.0 99.0 99.00 
2018 10 31 17 10 323  5.6  7.1 99.00 99.00 99.00 999 1022.0  13.9  13.8 999.0 99.0 99.00 
2018 10 31 17 20 320  5.9  7.6 99.00 99.00 99.00 999 1021.7  13.8  13.8 999.0 99.0 99.00 
2018 10 31 17 30 315  6.0  7.4 99.00 99.00 99.00 999 1021.8  13.8  13.8 999.0 99.0 99.00 
2018 10 31 17 40 316  5.4  6.8  2.21 11.43  7.09 283 1021.9  13.8  13.8 999.0 99.0 99.00 
2018 10 31 17 50 318  4.9  6.5 99.00 99.00 99.00 999 1021.8  13.9  13.8 999.0 99.0 99.00 
2018 10 31 18 00 322  5.1  7.0 99.00 99.00 99.00 999 1021.9  13.8  13.8 999.0 99.0 99.00 
2018 10 31 18 10 326  4.6  6.2 99.00 99.00 99.00 999 1021.9  13.8  13.8 999.0 99.0 99.00 
2018 10 31 18 20 328  4.6  6.0 99.00 99.00 99.00 999 1021.9  13.8  13.8 999.0 99.0 99.00 
2018 10 31 18 30 330  4.6  5.8 99.00 99.00 99.00 999 1022.0  14.0  13.9 999.0 99.0 99.00 
2018 10 31 18 40 323  5.0  6.8  2.01  8.33  6.80 288 1022.0  14.0  13.9 999.0 99.0 99.00 
2018 10 31 18 50 315  5.6  7.1 99.00 99.00 99.00 999 1021.7  13.9  13.9 999.0 99.0 99.00 
2018 10 31 19 00 311  5.6  7.2 99.00 99.00 99.00 999 1021.7  13.8  13.9 999.0 99.0 99.00 
2018 10 31 19 10 310  5.3  7.1 99.00 99.00 99.00 999 1021.7  13.9  13.9 999.0 99.0 99.00 
2018 10 31 19 20 310  5.2  6.7 99.00 99.00 99.00 999 1021.4  13.9  13.9 999.0 99.0 99.00 
2018 10 31 19 30 314  4.8  6.3 99.00 99.00 99.00 999 1021.3  14.0  13.9 999.0 99.0 99.00 
2018 10 31 19 40 304  5.5  7.4  2.29  9.09  7.32 292 1021.1  14.0  13.9 999.0 99.0 99.00 
2018 10 31 19 50 299  6.3  8.4 99.00 99.00 99.00 999 1021.2  13.9  13.9 999.0 99.0 99.00 
2018 10 31 20 00 300  7.3  9.0 99.00 99.00 99.00 999 1021.0  13.9  13.9 999.0 99.0 99.00 
2018 10 31 20 10 306  7.1  9.1 99.00 99.00 99.00 999 1020.8  14.0  13.9 999.0 99.0 99.00 
2018 10 31 20 20 309  7.9 10.0 99.00 99.00 99.00 999 1020.8  14.0  13.9 999.0 99.0 99.00 
2018 10 31 20 30 311  7.9 10.4 99.00 99.00 99.00 999 1020.6  14.0  13.9 999.0 99.0 99.00 
2018 10 31 20 40 318  7.1  8.9  2.30  9.09  6.93 285 1020.5  14.1  13.9 999.0 99.0 99.00 
2018 10 31 20 50 318  6.6  8.1 99.00 99.00 99.00 999 1020.3  14.1  13.9 999.0 99.0 99.00 
2018 10 31 21 00 316  7.0  8.6 99.00 99.00 99.00 999 1020.2  14.1  13.9 999.0 99.0 99.00 
2018 10 31 21 10 316  6.2  8.1 99.00 99.00 99.00 999 1020.1  14.0  13.9 999.0 99.0 99.00 
2018 10 31 21 20 313  6.0  7.5 99.00 99.00 99.00 999 1020.2  14.1  13.9 999.0 99.0 99.00 
2018 10 31 21 30 309  6.0  7.4 99.00 99.00 99.00 999 1020.1  14.1  13.9 999.0 99.0 99.00 
2018 10 31 21 40 305  5.6  8.0  2.09 10.81  6.85 292 1020.2  14.0  13.9 999.0 99.0 99.00 
2018 10 31 21 50 308  6.6  9.5 99.00 99.00 99.00 999 1019.9  14.0  13.9 999.0 99.0 99.00 
2018 10 31 22 00 312  8.4 10.0 99.00 99.00 99.00 999 1019.8  14.0  13.9 999.0 99.0 99.00 
2018 10 31 22 10 315  8.9 11.1 99.00 99.00 99.00 999 1019.8  14.0  13.9 999.0 99.0 99.00 
2018 10 31 22 20 316  9.1 11.0 99.00 99.00 99.00 999 1019.8  14.0  13.9 999.0 99.0 99.00 
2018 10 31 22 30 315  8.5 10.7 99.00 99.00 99.00 999 1019.7  14.0  13.9 999.0 99.0 99.00 
2018 10 31 22 40 316  7.6  9.7  2.15 10.81  6.59 284 1019.6  14.0  13.9 999.0 99.0 99.00 
2018 10 31 22 50 314  7.5  9.1 99.00 99.00 99.00 999 1019.7  14.0  13.9 999.0 99.0 99.00 
2018 10 31 23 00 314  8.2 10.6 99.00 99.00 99.00 999 1019.8  14.0  13.9 999.0 99.0 99.00 
2018 10 31 23 10 314  8.1 10.0 99.00 99.00 99.00 999 1020.0  14.0  13.9 999.0 99.0 99.00 
2018 10 31 23 20 316  7.7 10.1 99.00 99.00 99.00 999 1019.9  14.0  13.9 999.0 99.0 99.00 
2018 10 31 23 30 319  7.7  9.6 99.00 99.00 99.00 999 1020.0  14.0  13.9 999.0 99.0 99.00 
2018 10 31 23 40 322  8.2  9.8  2.27 10.81  6.66 281 1019.9  14.0  13.9 999.0 99.0 99.00 
2018 10 31 23 50 322  7.9 10.1 99.00 99.00 99.00 999 1019.7  14.1  13.9 999.0 99.0 99.00 
2018 11 01 00 00 319  7.6  9.5 99.00 99.00 99.00 999 1019.8  14.2  13.9 999.0 99.0 99.00 
2018 11 01 00 10 320  8.7 11.2 99.00 99.00 99.00 999 1019.6  14.3  13.9 999.0 99.0 99.00 
2018 11 01 00 20 319  8.9 11.2 99.00 99.00 99.00 999 1019.6  14.3  13.9 999.0 99.0 99.00 
2018 11 01 00 30 321  8.1 10.6 99.00 99.00 99.00 999 1019.6  14.3  13.9 999.0 99.0 99.00 
2018 11 01 00 40 318  8.2  9.9  2.12 10.81  6.57 283 1019.5  14.3  13.9 999.0 99.0 99.00 
2018 11 01 00 50 321  7.8 10.3 99.00 99.00 99.00 999 1019.5  14.4  13.9 999.0 99.0 99.00 
2018 11 01 01 00 318  7.4  9.1 99.00 99.00 99.00 999 1019.4  14.3  13.9 999.0 99.0 99.00 
2018 11 01 01 10 318  7.3  9.1 99.00 99.00 99.00 999 1019.5  14.3  13.8 999.0 99.0 99.00 
2018 11 01 01 20 320  6.2  8.6 99.00 99.00 99.00 999 1019.5  14.4  13.8 999.0 99.0 99.00 
2018 11 01 01 30 325  5.1  6.8 99.00 99.00 99.00 999 1019.5  14.3  13.8 999.0 99.0 99.00 
2018 11 01 01 40 319  5.1  7.1  2.03 10.00  6.42 280 1019.6  14.2  13.8 999.0 99.0 99.00 
2018 11 01 01 50 322  4.9  6.4 99.00 99.00 99.00 999 1019.4  14.2  13.8 999.0 99.0 99.00 
2018 11 01 02 00 325  4.7  6.4 99.00 99.00 99.00 999 1019.5  14.2  13.8 999.0 99.0 99.00 
2018 11 01 02 10 320  4.9  6.6 99.00 99.00 99.00 999 1019.6  14.2  13.8 999.0 99.0 99.00 
2018 11 01 02 20 318  5.6  7.7 99.00 99.00 99.00 999 1019.6  14.3  13.8 999.0 99.0 99.00 
2018 11 01 02 30 327  6.1  8.0 99.00 99.00 99.00 999 1019.7  14.3  13.8 999.0 99.0 99.00 
2018 11 01 02 40 324  5.7  7.1  2.05 10.00  6.61 283 1019.7  14.3  13.8 999.0 99.0 99.00 
2018 11 01 02 50 311  6.3  8.2 99.00 99.00 99.00 999 1019.7  14.2  13.8 999.0 99.0 99.00 
2018 11 01 03 00 309  7.1  8.9 99.00 99.00 99.00 999 1019.7  14.2  13.8 999.0 99.0 99.00 
2018 11 01 03 10 311  7.1  9.0 99.00 99.00 99.00 999 1019.8  14.1  13.8 999.0 99.0 99.00 
2018 11 01 03 20 316  7.2  9.1 99.00 99.00 99.00 999 1019.9  14.0  13.8 999.0 99.0 99.00 
2018 11 01 03 30 320  7.9  9.7 99.00 99.00 99.00 999 1019.8  14.0  13.8 999.0 99.0 99.00 
2018 11 01 03 40 323  6.6  8.6  1.96  8.33  6.34 285 1019.7  14.0  13.8 999.0 99.0 99.00 
2018 11 01 03 50 315  6.1  7.9 99.00 99.00 99.00 999 1019.6  14.0  13.8 999.0 99.0 99.00 
2018 11 01 04 00 314  6.0  7.6 99.00 99.00 99.00 999 1019.6  14.0  13.8 999.0 99.0 99.00 
2018 11 01 04 10 320  5.4  7.0 99.00 99.00 99.00 999 1019.5  14.0  13.8 999.0 99.0 99.00 
2018 11 01 04 20 321  5.4  6.8 99.00 99.00 99.00 999 1019.5  14.1  13.8 999.0 99.0 99.00 
2018 11 01 04 30 319  5.9  8.0 99.00 99.00 99.00 999 1019.6  14.2  13.8 999.0 99.0 99.00 
2018 11 01 04 40 310  5.3  7.5  2.02  7.69  6.50 285 1019.7  14.0  13.8 999.0 99.0 99.00 
2018 11 01 04 50 314  6.7  8.9 99.00 99.00 99.00 999 1019.7  14.0  13.8 999.0 99.0 99.00 
2018 11 01 05 00 320  6.0  7.5 99.00 99.00 99.00 999 1019.8  14.1  13.8 999.0 99.0 99.00 
2018 11 01 05 10 322  6.3  8.2 99.00 99.00 99.00 999 1020.2  14.0  13.8 999.0 99.0 99.00 
2018 11 01 05 20 324  6.5  7.9 99.00 99.00 99.00 999 1020.1  14.0  13.8 999.0 99.0 99.00 
2018 11 01 05 30 321  7.0  8.7 99.00 99.00 99.00 999 1020.1  14.0  13.8 999.0 99.0 99.00 
2018 11 01 05 40 326  6.9  8.9  1.87 10.00  6.20 283 1020.1  14.0  13.8 999.0 99.0 99.00 
2018 11 01 05 50 325  7.2  9.1 99.00 99.00 99.00 999 1020.1  14.0  13.8 999.0 99.0 99.00 
2018 11 01 06 00 330  6.7  8.5 99.00 99.00 99.00 999 1020.3  14.0  13.8 999.0 99.0 99.00 
2018 11 01 06 10 330  5.7  7.8 99.00 99.00 99.00 999 1020.3  14.0  13.8 999.0 99.0 99.00 
2018 11 01 06 20 330  5.2  6.5 99.00 99.00 99.00 999 1020.1  13.9  13.8 999.0 99.0 99.00 
2018 11 01 06 30 331  5.5  6.6 99.00 99.00 99.00 999 1020.1  13.9  13.8 999.0 99.0 99.00 
2018 11 01 06 40 331  5.1  6.3  1.89  9.09  6.34 282 1020.2  14.0  13.8 999.0 99.0 99.00 
2018 11 01 06 50 331  5.5  6.8 99.00 99.00 99.00 999 1020.1  14.0  13.8 999.0 99.0 99.00 
2018 11 01 07 00 327  6.2  8.1 99.00 99.00 99.00 999 1020.0  14.0  13.8 999.0 99.0 99.00 
2018 11 01 07 10 326  6.5  7.8 99.00 99.00 99.00 999 1020.0  13.9  13.8 999.0 99.0 99.00 
2018 11 01 07 20 322  6.8  8.9 99.00 99.00 99.00 999 1020.1  13.9  13.8 999.0 99.0 99.00 
2018 11 01 07 30 320  7.0  8.7 99.00 99.00 99.00 999 1020.0  13.8  13.8 999.0 99.0 99.00 
2018 11 01 07 40 322  7.4  9.0  1.92  7.69  6.27 291 1020.0  13.8  13.8 999.0 99.0 99.00 
2018 11 01 07 50 327  7.0  8.5 99.00 99.00 99.00 999 1020.0  13.8  13.8 999.0 99.0 99.00 
2018 11 01 08 00 328  6.4  8.1 99.00 99.00 99.00 999 1019.9  13.8  13.8 999.0 99.0 99.00 
2018 11 01 08 10 334  5.7  7.6 99.00 99.00 99.00 999 1019.9  13.8  13.8 999.0 99.0 99.00 
2018 11 01 08 20 334  5.0  6.4 99.00 99.00 99.00 999 1020.0  13.8  13.8 999.0 99.0 99.00 
2018 11 01 08 30 329  5.0  6.1 99.00 99.00 99.00 999 1020.0  13.8  13.7 999.0 99.0 99.00 
2018 11 01 08 40 332  4.1  5.6  1.91  7.14  6.39 291 1020.0  13.8  13.7 999.0 99.0 99.00 
2018 11 01 08 50 328  4.1  5.4 99.00 99.00 99.00 999 1019.9  13.8  13.7 999.0 99.0 99.00 
2018 11 01 09 00 332  3.0  4.4 99.00 99.00 99.00 999 1019.9  13.8  13.7 999.0 99.0 99.00 
2018 11 01 09 10 325  3.0  4.2 99.00 99.00 99.00 999 1019.8  13.8  13.7 999.0 99.0 99.00 
2018 11 01 09 20 333  2.7  4.6 99.00 99.00 99.00 999 1020.0  13.8  13.7 999.0 99.0 99.00 
2018 11 01 09 30 323  3.5  4.8 99.00 99.00 99.00 999 1020.1  13.8  13.7 999.0 99.0 99.00 
2018 11 01 09 40 319  3.9  5.5  1.84  7.69  6.28 301 1020.0  13.8  13.8 999.0 99.0 99.00 
2018 11 01 09 50 321  4.6  6.1 99.00 99.00 99.00 999 1020.0  13.8  13.7 999.0 99.0 99.00 
2018 11 01 10 00 320  4.7  6.3 99.00 99.00 99.00 999 1020.0  13.8  13.7 999.0 99.0 99.00 
2018 11 01 10 10 320  4.7  6.2 99.00 99.00 99.00 999 1019.9  13.8  13.7 999.0 99.0 99.00 
2018 11 01 10 20 329  4.3  5.7 99.00 99.00 99.00 999 1020.0  13.8  13.7 999.0 99.0 99.00 
2018 11 01 10 30 328  4.8  6.3 99.00 99.00 99.00 999 1020.0  13.8  13.7 999.0 99.0 99.00 
2018 11 01 10 40 336  4.5  5.7  1.76 10.00  6.21 294 1019.9  13.9  13.7 999.0 99.0 99.00 
2018 11 01 10 50 338  3.3  5.1 99.00 99.00 99.00 999 1020.0  14.0  13.7 999.0 99.0 99.00 
2018 11 01 11 00 348  2.2  3.2 99.00 99.00 99.00 999 1019.9  13.9  13.7 999.0 99.0 99.00 
2018 11 01 11 10 329  2.0  3.1 99.00 99.00 99.00 999 1019.9  13.8  13.7 999.0 99.0 99.00 
2018 11 01 11 20 327  1.3  2.5 99.00 99.00 99.00 999 1019.8  13.8  13.7 999.0 99.0 99.00 
2018 11 01 11 30 310  1.7  2.9 99.00 99.00 99.00 999 1019.8  13.8  13.7 999.0 99.0 99.00 
2018 11 01 11 40 301  3.1  4.8  1.68  8.33  6.31 294 1019.9  13.8  13.7 999.0 99.0 99.00 
2018 11 01 11 50 326  3.6  5.4 99.00 99.00 99.00 999 1020.2  13.7  13.7 999.0 99.0 99.00 
2018 11 01 12 00 337  2.8  4.1 99.00 99.00 99.00 999 1020.2  13.7  13.7 999.0 99.0 99.00 
2018 11 01 12 10 330  4.0  5.1 99.00 99.00 99.00 999 1020.1  13.6  13.7 999.0 99.0 99.00 
2018 11 01 12 20 334  3.8  5.8 99.00 99.00 99.00 999 1020.3  13.6  13.7 999.0 99.0 99.00 
2018 11 01 12 30 345  3.3  4.7 99.00 99.00 99.00 999 1020.4  13.6  13.7 999.0 99.0 99.00 
2018 11 01 12 40 336  4.0  5.3  1.68  8.33  6.32 305 1020.4  13.6  13.7 999.0 99.0 99.00 
2018 11 01 12 50 332  4.4  5.6 99.00 99.00 99.00 999 1020.4  13.5  13.7 999.0 99.0 99.00 
2018 11 01 13 00 341  3.8  5.6 99.00 99.00 99.00 999 1020.5  13.5  13.7 999.0 99.0 99.00 
2018 11 01 13 10 335  3.2  4.4 99.00 99.00 99.00 999 1020.6  13.5  13.7 999.0 99.0 99.00 
2018 11 01 13 20 330  3.1  4.6 99.00 99.00 99.00 999 1020.6  13.5  13.7 999.0 99.0 99.00 
2018 11 01 13 30 320  3.0  4.6 99.00 99.00 99.00 999 1020.6  13.5  13.6 999.0 99.0 99.00 
2018 11 01 13 40 317  2.8  4.0  1.80  9.09  6.48 301 1020.5  13.6  13.6 999.0 99.0 99.00 
2018 11 01 13 50 314  3.0  4.2 99.00 99.00 99.00 999 1020.4  13.5  13.6 999.0 99.0 99.00 
2018 11 01 14 00 311  3.8  5.2 99.00 99.00 99.00 999 1020.5  13.6  13.6 999.0 99.0 99.00 
2018 11 01 14 10 318  4.1  5.4 99.00 99.00 99.00 999 1020.4  13.5  13.6 999.0 99.0 99.00 
2018 11 01 14 20 321  3.9  5.3 99.00 99.00 99.00 999 1020.4  13.5  13.6 999.0 99.0 99.00 
2018 11 01 14 30 324  3.9  5.4 99.00 99.00 99.00 999 1020.5  13.5  13.6 999.0 99.0 99.00 
2018 11 01 14 40 327  3.8  5.0  1.82  7.69  6.67 306 1020.6  13.5  13.6 999.0 99.0 99.00 
2018 11 01 14 50 328  3.8  4.9 99.00 99.00 99.00 999 1020.7  13.5  13.6 999.0 99.0 99.00 
2018 11 01 15 00 330  3.7  5.3 99.00 99.00 99.00 999 1020.8  13.5  13.6 999.0 99.0 99.00 
2018 11 01 15 10 336  3.5  4.6 99.00 99.00 99.00 999 1021.0  13.6  13.5 999.0 99.0 99.00 
2018 11 01 15 20 334  2.8  4.0 99.00 99.00 99.00 999 1021.2  13.6  13.5 999.0 99.0 99.00 
2018 11 01 15 30 319  3.1  4.2 99.00 99.00 99.00 999 1021.3  13.7  13.5 999.0 99.0 99.00 
2018 11 01 15 40 323  3.0  4.0  1.59  6.67  6.52 295 1021.3  13.7  13.5 999.0 99.0 99.00 
2018 11 01 15 50 326  3.1  4.2 99.00 99.00 99.00 999 1021.4  13.7  13.5 999.0 99.0 99.00 
2018 11 01 16 00 325  3.4  4.6 99.00 99.00 99.00 999 1021.7  13.6  13.5 999.0 99.0 99.00 
2018 11 01 16 10 326  3.3  4.7 99.00 99.00 99.00 999 1021.7  13.7  13.5 999.0 99.0 99.00 
2018 11 01 16 20 324  3.0  4.0 99.00 99.00 99.00 999 1021.8  13.7  13.5 999.0 99.0 99.00 
2018 11 01 16 30 327  3.1  4.2 99.00 99.00 99.00 999 1021.8  13.7  13.5 999.0 99.0 99.00 
2018 11 01 16 40 325  2.7  3.7  1.67  7.69  6.74 299 1022.0  13.9  13.5 999.0 99.0 99.00 
2018 11 01 16 50 320  2.8  3.7 99.00 99.00 99.00 999 1022.0  14.0  13.5 999.0 99.0 99.00 
2018 11 01 17 00 314  2.4  3.5 99.00 99.00 99.00 999 1022.0  14.0  13.5 999.0 99.0 99.00 
2018 11 01 17 10 314  2.6  3.8 99.00 99.00 99.00 999 1022.1  14.0  13.5 999.0 99.0 99.00 
2018 11 01 17 20 319  2.5  3.8 99.00 99.00 99.00 999 1022.0  14.0  13.5 999.0 99.0 99.00 
2018 11 01 17 30 316  2.6  3.4 99.00 99.00 99.00 999 1022.0  14.0  13.6 999.0 99.0 99.00 
2018 11 01 17 40 311  2.8  4.0  1.70 16.00  7.17 263 1022.1  14.0  13.6 999.0 99.0 99.00 
2018 11 01 17 50 312  3.0  3.9 99.00 99.00 99.00 999 1022.0  14.0  13.6 999.0 99.0 99.00 
2018 11 01 18 00 318  3.0  4.0 99.00 99.00 99.00 999 1022.0  14.0  13.6 999.0 99.0 99.00 
2018 11 01 18 10 318  2.9  3.9 99.00 99.00 99.00 999 1021.9  14.0  13.6 999.0 99.0 99.00 
2018 11 01 18 20 326  2.6  3.8 99.00 99.00 99.00 999 1021.9  14.1  13.6 999.0 99.0 99.00 
2018 11 01 18 30 316  2.3  3.1 99.00 99.00 99.00 999 1021.9  14.1  13.6 999.0 99.0 99.00 
2018 11 01 18 40 315  2.5  3.3  1.63  9.09  6.67 296 1021.8  14.1  13.7 999.0 99.0 99.00 
2018 11 01 18 50 315  2.4  3.3 99.00 99.00 99.00 999 1021.8  14.2  13.6 999.0 99.0 99.00 
2018 11 01 19 00 309  2.7  3.7 99.00 99.00 99.00 999 1021.7  14.2  13.7 999.0 99.0 99.00 
2018 11 01 19 10 311  2.9  4.1 99.00 99.00 99.00 999 1021.7  14.2  13.8 999.0 99.0 99.00 
2018 11 01 19 20 313  2.9  4.0 99.00 99.00 99.00 999 1021.7  14.2  13.8 999.0 99.0 99.00 
2018 11 01 19 30 311  2.6  3.4 99.00 99.00 99.00 999 1021.5  14.2  13.8 999.0 99.0 99.00 
2018 11 01 19 40 315  2.7  4.1 99.00 99.00 99.00 999 1021.4  14.3 999.0 999.0 99.0 99.00 
2018 11 01 20 30 304  3.6  4.6 99.00 99.00 99.00 999 1020.7  14.1  13.9 999.0 99.0 99.00 
